pk_SpecimenID,SpeciesCode,GuildCode,SpecimenID,SampleID,Treatment,SiteName,Fishing,gh,gw,TLMM,SLMM,FLMM,wt,SizeClass,Notes,notes,TypeCode
1639,CE.UROD,Pi,KIF11_272,KIF11_272_1,Non-Acidified,15,LP.LF,39.8,40.5,157,131,,64.5,64 - 128 g,,,Fish
1619,CE.UROD,Pi,KIF11_252,KIF11_252_1,Non-Acidified,15,LP.LF,38.7,35.4,157,131,,62.5,32 - 64 g,,,Fish
1795,CE.UROD,Pi,KIF11_332,KIF11_332_1,,10,LP.LF,19.8,17.3,159.2,130,,91.8,64 - 128 g,1 otolith broken,,Fish
1942,CE.UROD,Pi,KIF11_575,KIF11_575_1,,8,HP.LF,33,29.8,154.6,129,,79.1,64 - 128 g,no fork,,Fish
2472,CE.UROD,Pi,KIF12_178,KIF12_178_1,Non-Acidified,30,HP.HF,31.7,29.6,154,129,,59,32 - 64 g,,,Fish
1864,CE.UROD,Pi,KIF11_497,KIF11_497_1,,35,HP.LF,30.6,30,157.2,128.7,,77.5,64 - 128 g,,,Fish
1864,CE.UROD,Pi,KIF11_497,KIF11_497_1,,35,HP.LF,30.6,30,157.2,128.7,,77.5,64 - 128 g,,,Fish
1428,CE.UROD,Pi,KIF11_061,KIF11_061_1,Non-Acidified,9,HP.MF,33.2,36.2,156,128,,65,64 - 128 g,,,Fish
2408,CE.UROD,Pi,KIF12_114,KIF12_114_1,Non-Acidified,2,LP.MF,37.6,36.9,155.3,127.6,,58.6,32 - 64 g,,,Fish
1398,CE.UROD,Pi,KIF11_031,KIF11_031_1,Non-Acidified,9,HP.MF,29,31.1,151.6,123.8,,62.4,32 - 64 g,sat out on ice for 36 hours before dissection,,Fish
1794,CE.UROD,Pi,KIF11_331,KIF11_331_1,,10,LP.LF,20,14.5,151.7,122.7,,64.8,64 - 128 g,,,Fish
1802,CE.UROD,Pi,KIF11_339,KIF11_339_1,,33,HP.MF,19.5,17.9,145,119.4,,56.8,32 - 64 g,1 otolith broken,,Fish
1638,CE.UROD,Pi,KIF11_271,KIF11_271_1,Non-Acidified,15,LP.LF,30.3,30,144,116,,55.1,32 - 64 g,,,Fish
1644,CE.UROD,Pi,KIF11_277,KIF11_277_1,Non-Acidified,15,LP.LF,36.5,34.4,142,115,,57.5,32 - 64 g,,,Fish
1797,CE.UROD,Pi,KIF11_334,KIF11_334_1,,10,LP.LF,18.9,11.2,137.1,110.4,,46.2,32 - 64 g,1 otolith broken,,Fish
1793,CE.UROD,Pi,KIF11_330,KIF11_330_1,,10,LP.LF,10.2,9,123.6,102,,31.4,16 - 32 g,1 otolith broken,,Fish
1798,CE.UROD,Pi,KIF11_335,KIF11_335_1,,10,LP.LF,11.8,9.5,114.9,94.1,,27.1,16 - 32 g,,,Fish
2416,CE.UROD,Pi,KIF12_122,KIF12_122_1,Non-Acidified,40,HP.MF,25.9,25.6,101.9,83.2,,15.3,8 - 16 g,,,Fish
1801,CE.UROD,Pi,KIF11_338,KIF11_338_1,,33,HP.MF,11.9,10,100.7,82.8,,20.3,16 - 32 g,,,Fish
2639,CE.UROD,Pi,KIF12_345,KIF12_345_1,Non-Acidified,30,HP.HF,21.2,26.4,98.2,79.8,,13.9,8 - 16 g,,,Fish
2603,CH.AURI,BI,KIF12_309,KIF12_309_1,Non-Acidified,38,LP.MF,13.7,9,148.1,153.2,,64.3,64 - 128 g,,,Fish
2321,CH.AURI,BI,KIF12_027,KIF12_027_1,Non-Acidified,30,HP.HF,8,7.2,155.9,144.6,,95.6,64 - 128 g,,,Fish
2321,CH.AURI,BI,KIF12_027,KIF12_027_1,Non-Acidified,30,HP.HF,8,7.2,155.9,144.6,,95.6,64 - 128 g,,,Fish
2604,CH.AURI,BI,KIF12_310,KIF12_310_1,Non-Acidified,38,LP.MF,13.5,10.2,168,143.3,,112.5,64 - 128 g,,,Fish
2311,CH.AURI,BI,KIF12_017,KIF12_017_1,Non-Acidified,30,HP.HF,10.4,7.6,162,138.1,,85.9,64 - 128 g,,,Fish
2436,CH.AURI,BI,KIF12_142,KIF12_142_1,Non-Acidified,8,HP.LF,11.8,8.3,164,137.8,,120.9,64 - 128 g,OTOLITH DESTROYED,,Fish
2511,CH.AURI,BI,KIF12_217,KIF12_217_1,Non-Acidified,6,HP.LF,13.7,10.1,163,137.2,,89.3,64 - 128 g,,,Fish
2381,CH.AURI,BI,KIF12_087,KIF12_087_1,Non-Acidified,24,LP.MF,13.4,10.1,163,136.7,,96.1,64 - 128 g,,,Fish
2329,CH.AURI,BI,KIF12_035,KIF12_035_1,Non-Acidified,9,HP.MF,9,9,165.3,136.1,,107.8,64 - 128 g,,,Fish
2409,CH.AURI,BI,KIF12_115,KIF12_115_1,Non-Acidified,2,LP.MF,10,10.3,167,136.1,,87.1,64 - 128 g,,,Fish
2456,CH.AURI,BI,KIF12_162,KIF12_162_1,Non-Acidified,40,HP.MF,12.3,10.2,159.5,135.3,,80.3,64 - 128 g,,,Fish
2433,CH.AURI,BI,KIF12_139,KIF12_139_1,Non-Acidified,25,LP.MF,9.3,10.2,155.2,134.2,,92,64 - 128 g,,,Fish
2334,CH.AURI,BI,KIF12_040,KIF12_040_1,Non-Acidified,9,HP.MF,11.2,9,160.2,133.2,,104.9,64 - 128 g,,,Fish
2661,CH.AURI,BI,KIF12_367,KIF12_367_1,Non-Acidified,15,LP.LF,14.6,12.1,157,133,,96,64 - 128 g,,,Fish
2660,CH.AURI,BI,KIF12_366,KIF12_366_1,Non-Acidified,15,LP.LF,10.3,10.8,158,132.9,,98,64 - 128 g,,,Fish
2454,CH.AURI,BI,KIF12_160,KIF12_160_1,Non-Acidified,6,HP.LF,10.4,10.3,155.7,132.5,,89,64 - 128 g,,,Fish
2338,CH.AURI,BI,KIF12_044,KIF12_044_1,Non-Acidified,9,HP.MF,11,8,160.4,132.2,,106.4,64 - 128 g,,,Fish
2659,CH.AURI,BI,KIF12_365,KIF12_365_1,Non-Acidified,15,LP.LF,13.3,11.8,159,132,,95.7,64 - 128 g,,,Fish
2462,CH.AURI,BI,KIF12_168,KIF12_168_1,Non-Acidified,40,HP.MF,8.9,7.7,153.3,129.6,,94.8,64 - 128 g,,,Fish
2458,CH.AURI,BI,KIF12_164,KIF12_164_1,Non-Acidified,40,HP.MF,11.3,10.8,155.4,128.9,,89,64 - 128 g,,,Fish
2512,CH.AURI,BI,KIF12_218,KIF12_218_1,Non-Acidified,6,HP.LF,11,10,156.5,128.6,,77.8,64 - 128 g,,,Fish
2630,CH.AURI,BI,KIF12_336,KIF12_336_1,Non-Acidified,30,HP.HF,11.2,9.4,155.4,128.2,,89.4,64 - 128 g,,,Fish
2656,CH.AURI,BI,KIF12_362,KIF12_362_1,Non-Acidified,38,LP.MF,13.5,9.6,152,126,,87.8,64 - 128 g,,,Fish
2312,CH.AURI,BI,KIF12_018,KIF12_018_1,Non-Acidified,30,HP.HF,9.4,7.7,155,126,,87,64 - 128 g,,,Fish
2522,CH.AURI,BI,KIF12_228,KIF12_228_1,Non-Acidified,6,HP.LF,9,7.2,154.5,125.4,,87,64 - 128 g,,,Fish
2389,CH.AURI,BI,KIF12_095,KIF12_095_1,Non-Acidified,40,HP.MF,11.2,8,152.2,125,,69.8,64 - 128 g,,,Fish
2438,CH.AURI,BI,KIF12_144,KIF12_144_1,Non-Acidified,8,HP.LF,11.4,9.4,147.4,123.1,,86.7,64 - 128 g,,,Fish
2398,CH.AURI,BI,KIF12_104,KIF12_104_1,Non-Acidified,3,LP.MF,11.3,8.8,146.6,122.9,,80.1,64 - 128 g,,,Fish
2318,CH.AURI,BI,KIF12_024,KIF12_024_1,Non-Acidified,30,HP.HF,8.8,10,144.7,122.3,,77,64 - 128 g,,,Fish
2632,CH.AURI,BI,KIF12_338,KIF12_338_1,Non-Acidified,30,HP.HF,8.4,6.3,140.5,122.2,,77.4,64 - 128 g,,,Fish
2391,CH.AURI,BI,KIF12_097,KIF12_097_1,Non-Acidified,40,HP.MF,9.1,7.6,147,122,,76.2,64 - 128 g,,,Fish
2442,CH.AURI,BI,KIF12_148,KIF12_148_1,Non-Acidified,6,HP.LF,10.3,8.8,145.3,121.5,,77.7,64 - 128 g,1 otolish is in 2 pieces,,Fish
2441,CH.AURI,BI,KIF12_147,KIF12_147_1,Non-Acidified,6,HP.LF,12.3,9.2,143,120,,72,64 - 128 g,,,Fish
2628,CH.AURI,BI,KIF12_334,KIF12_334_1,Non-Acidified,30,HP.HF,9.4,8.5,143.2,119.9,,63,32 - 64 g,,,Fish
2654,CH.AURI,BI,KIF12_360,KIF12_360_1,Non-Acidified,24,LP.MF,10,9.9,142.9,118.3,,65,64 - 128 g,,,Fish
2337,CH.AURI,BI,KIF12_043,KIF12_043_1,Non-Acidified,9,HP.MF,7.3,6.3,133.5,117.6,,58.3,32 - 64 g,,,Fish
2437,CH.AURI,BI,KIF12_143,KIF12_143_1,Non-Acidified,8,HP.LF,11.3,7.7,138.6,116.3,,175.4,128 - 256 g,,,Fish
2631,CH.AURI,BI,KIF12_337,KIF12_337_1,Non-Acidified,30,HP.HF,9.9,7.4,125.8,116,,42.9,32 - 64 g,,,Fish
2461,CH.AURI,BI,KIF12_167,KIF12_167_1,Non-Acidified,40,HP.MF,9.7,8,137.7,115.2,,66.3,64 - 128 g,,,Fish
2629,CH.AURI,BI,KIF12_335,KIF12_335_1,Non-Acidified,30,HP.HF,10.6,9.5,139.5,112.5,,62.1,32 - 64 g,,,Fish
2336,CH.AURI,BI,KIF12_042,KIF12_042_1,Non-Acidified,9,HP.MF,8.5,6.4,137.5,112.1,,64.1,64 - 128 g,,,Fish
2633,CH.AURI,BI,KIF12_339,KIF12_339_1,Non-Acidified,30,HP.HF,8.6,7.7,129.1,110.9,,62,32 - 64 g,,,Fish
2383,CH.AURI,BI,KIF12_089,KIF12_089_1,Non-Acidified,24,LP.MF,11.4,8,132.2,110.8,,58,32 - 64 g,,,Fish
2300,CH.AURI,BI,KIF12_006,KIF12_006_1,Non-Acidified,30,HP.HF,8,5.6,130.1,108,,48.7,32 - 64 g,,,Fish
2464,CH.AURI,BI,KIF12_170,KIF12_170_1,Non-Acidified,40,HP.MF,7.5,6.6,114.2,95.1,,34.3,32 - 64 g,,,Fish
2440,CH.AURI,BI,KIF12_146,KIF12_146_1,Non-Acidified,8,HP.LF,9.3,7.3,112.6,93.3,,39.6,32 - 64 g,head shot - no otoliths,,Fish
2320,CH.AURI,BI,KIF12_026,KIF12_026_1,Non-Acidified,30,HP.HF,6.6,5.7,105.7,87,,28.7,16 - 32 g,,,Fish
2635,CH.AURI,BI,KIF12_341,KIF12_341_1,Non-Acidified,30,HP.HF,7.8,6.4,98,80.7,,21.4,16 - 32 g,,,Fish
2307,CH.ORNA,C,KIF12_013,KIF12_013_1,Non-Acidified,27,HP.HF,7.9,9.1,186.5,163.4,,158.5,128 - 256 g,,,Fish
2306,CH.ORNA,C,KIF12_012,KIF12_012_1,Non-Acidified,27,HP.HF,7.1,6.2,176,152,,132,128 - 256 g,,,Fish
2374,CH.ORNA,C,KIF12_080,KIF12_080_1,Non-Acidified,2,LP.MF,16.6,16.7,181,147.2,,159,128 - 256 g,,,Fish
2296,CH.ORNA,C,KIF12_002,KIF12_002_1,Non-Acidified,30,HP.HF,9.2,13.4,166,145.1,,132.3,128 - 256 g,the first two really were the exact same weight,,Fish
2371,CH.ORNA,C,KIF12_077,KIF12_077_1,Non-Acidified,8,HP.LF,16.1,12.2,173,142.2,,157.2,128 - 256 g,,,Fish
2541,CH.ORNA,C,KIF12_247,KIF12_247_1,Non-Acidified,15,LP.LF,17.5,14.3,167,141,,173.1,128 - 256 g,,,Fish
2351,CH.ORNA,C,KIF12_057,KIF12_057_1,Non-Acidified,25,LP.MF,15.4,17,166,141,,157,128 - 256 g,,,Fish
2358,CH.ORNA,C,KIF12_064,KIF12_064_1,Non-Acidified,25,LP.MF,15.2,15.7,169,141,,146.5,128 - 256 g,,,Fish
2310,CH.ORNA,C,KIF12_016,KIF12_016_1,Non-Acidified,27,HP.HF,7.3,7.6,170,141,,133,128 - 256 g,,,Fish
2308,CH.ORNA,C,KIF12_014,KIF12_014_1,Non-Acidified,27,HP.HF,11.4,7.8,168,140.4,,122.5,64 - 128 g,,,Fish
2375,CH.ORNA,C,KIF12_081,KIF12_081_1,Non-Acidified,2,LP.MF,17,17.4,168,140,,150,128 - 256 g,,,Fish
2297,CH.ORNA,C,KIF12_003,KIF12_003_1,Non-Acidified,30,HP.HF,12.3,13.2,170,140,,141,128 - 256 g,,,Fish
2373,CH.ORNA,C,KIF12_079,KIF12_079_1,Non-Acidified,8,HP.LF,10.7,9.9,162.3,139.8,,151.8,128 - 256 g,,,Fish
2353,CH.ORNA,C,KIF12_059,KIF12_059_1,Non-Acidified,25,LP.MF,15,17.2,171,139,,150,128 - 256 g,,,Fish
2299,CH.ORNA,C,KIF12_005,KIF12_005_1,Non-Acidified,30,HP.HF,9.9,10.7,159.2,138.8,,129.2,128 - 256 g,,,Fish
2359,CH.ORNA,C,KIF12_065,KIF12_065_1,Non-Acidified,25,LP.MF,14,12.1,162,138,,132.5,128 - 256 g,,,Fish
2640,CH.ORNA,C,KIF12_346,KIF12_346_1,Non-Acidified,8,HP.LF,13.6,12.3,162,138,,128,64 - 128 g,,,Fish
2316,CH.ORNA,C,KIF12_022,KIF12_022_1,Non-Acidified,30,HP.HF,13.4,13,165.5,137.4,,128.6,128 - 256 g,,,Fish
2317,CH.ORNA,C,KIF12_023,KIF12_023_1,Non-Acidified,30,HP.HF,10.5,9.7,155.8,137.1,,120.1,64 - 128 g,,,Fish
2643,CH.ORNA,C,KIF12_349,KIF12_349_1,Non-Acidified,25,LP.MF,13.5,14.4,164,137,,135.1,128 - 256 g,,,Fish
2641,CH.ORNA,C,KIF12_347,KIF12_347_1,Non-Acidified,8,HP.LF,16.7,12.9,159.5,136.3,,137.8,128 - 256 g,,,Fish
2368,CH.ORNA,C,KIF12_074,KIF12_074_1,Non-Acidified,8,HP.LF,15.1,14.8,163,136,,141.5,128 - 256 g,,,Fish
2350,CH.ORNA,C,KIF12_056,KIF12_056_1,Non-Acidified,25,LP.MF,15.6,13,165,136,,132.5,128 - 256 g,,,Fish
2352,CH.ORNA,C,KIF12_058,KIF12_058_1,Non-Acidified,25,LP.MF,17,13.4,162,135.8,,129.1,128 - 256 g,,,Fish
2349,CH.ORNA,C,KIF12_055,KIF12_055_1,Non-Acidified,25,LP.MF,9.9,11.6,158.6,135.1,,133.3,128 - 256 g,,,Fish
2357,CH.ORNA,C,KIF12_063,KIF12_063_1,Non-Acidified,25,LP.MF,16.3,13.5,167,135,,138,128 - 256 g,,,Fish
2315,CH.ORNA,C,KIF12_021,KIF12_021_1,Non-Acidified,30,HP.HF,12,12.8,161,135,,131,128 - 256 g,,,Fish
2322,CH.ORNA,C,KIF12_028,KIF12_028_1,Non-Acidified,30,HP.HF,11.9,12.4,160,135,,116,64 - 128 g,,,Fish
2332,CH.ORNA,C,KIF12_038,KIF12_038_1,Non-Acidified,9,HP.MF,15.1,12.5,165,134.8,,142.3,128 - 256 g,,,Fish
2298,CH.ORNA,C,KIF12_004,KIF12_004_1,Non-Acidified,30,HP.HF,13,12.4,162,134.6,,124.6,64 - 128 g,,,Fish
2803,CH.ORNA,C,KIF12_377,KIF12_377_1,Non-Acidified,8,HP.LF,16.6,14.3,160.5,134.3,,12.56,8 - 16 g,,,Fish
2347,CH.ORNA,C,KIF12_053,KIF12_053_1,Non-Acidified,25,LP.MF,14.6,12.6,162,134.2,,133,128 - 256 g,,,Fish
2314,CH.ORNA,C,KIF12_020,KIF12_020_1,Non-Acidified,30,HP.HF,15.1,12.4,162,133,,131,128 - 256 g,,,Fish
2348,CH.ORNA,C,KIF12_054,KIF12_054_1,Non-Acidified,25,LP.MF,13,13,158,133,,127,64 - 128 g,,,Fish
2366,CH.ORNA,C,KIF12_072,KIF12_072_1,Non-Acidified,8,HP.LF,15,15,159,132.5,,127.7,64 - 128 g,,,Fish
2367,CH.ORNA,C,KIF12_073,KIF12_073_1,Non-Acidified,8,HP.LF,15.6,12.4,164,132.1,,136.1,128 - 256 g,,,Fish
2642,CH.ORNA,C,KIF12_348,KIF12_348_1,Non-Acidified,25,LP.MF,16.2,17.1,161,131.3,,138,128 - 256 g,,,Fish
2335,CH.ORNA,C,KIF12_041,KIF12_041_1,Non-Acidified,9,HP.MF,12,11.9,156,131,,116,64 - 128 g,gravid female,,Fish
2459,CH.ORNA,C,KIF12_165,KIF12_165_1,Non-Acidified,40,HP.MF,13.6,11.3,154.6,130.9,,138,128 - 256 g,,,Fish
2390,CH.ORNA,C,KIF12_096,KIF12_096_1,Non-Acidified,40,HP.MF,14.9,11.9,155.7,130.5,,115.8,64 - 128 g,,,Fish
2552,CH.ORNA,C,KIF12_258,KIF12_258_1,Non-Acidified,15,LP.LF,13.7,11.7,159,130.3,,124.5,64 - 128 g,otoliths in halves,,Fish
2369,CH.ORNA,C,KIF12_075,KIF12_075_1,Non-Acidified,8,HP.LF,11.8,10.2,154,129.7,,134.9,128 - 256 g,,,Fish
2354,CH.ORNA,C,KIF12_060,KIF12_060_1,Non-Acidified,25,LP.MF,11.3,11.5,156.3,129.6,,127.6,64 - 128 g,,,Fish
2346,CH.ORNA,C,KIF12_052,KIF12_052_1,Non-Acidified,25,LP.MF,12,12.7,151,129,,110,64 - 128 g,,,Fish
2557,CH.ORNA,C,KIF12_263,KIF12_263_1,Non-Acidified,15,LP.LF,11.4,12.8,157,128,,117.8,64 - 128 g,,,Fish
2622,CH.ORNA,C,KIF12_328,KIF12_328_1,Non-Acidified,15,LP.LF,14.2,12.4,151,127,,121,64 - 128 g,,,Fish
2313,CH.ORNA,C,KIF12_019,KIF12_019_1,Non-Acidified,30,HP.HF,11.8,9.5,155,127,,116,64 - 128 g,,,Fish
2295,CH.ORNA,C,KIF12_001,KIF12_001_1,Non-Acidified,30,HP.HF,13.2,10.5,152.5,126.3,,132.3,128 - 256 g,the first two really were the exact same weight,,Fish
2638,CH.ORNA,C,KIF12_344,KIF12_344_1,Non-Acidified,8,HP.LF,14.8,12.2,151.7,125.8,,117,64 - 128 g,,,Fish
2457,CH.ORNA,C,KIF12_163,KIF12_163_1,Non-Acidified,40,HP.MF,15.3,13,150.1,125.3,,102,64 - 128 g,,,Fish
2392,CH.ORNA,C,KIF12_098,KIF12_098_1,Non-Acidified,40,HP.MF,15,14.4,147.7,124,,108,64 - 128 g,,,Fish
2609,CH.ORNA,C,KIF12_315,KIF12_315_1,Non-Acidified,15,LP.LF,14,12.4,141,118.8,,77,64 - 128 g,,,Fish
2378,CH.ORNA,C,KIF12_084,KIF12_084_1,Non-Acidified,2,LP.MF,14,14.6,140.5,118.3,,95,64 - 128 g,,,Fish
2556,CH.ORNA,C,KIF12_262,KIF12_262_1,Non-Acidified,15,LP.LF,14.2,11.9,146.1,117.8,,106.7,64 - 128 g,,,Fish
2328,CH.ORNA,C,KIF12_034,KIF12_034_1,Non-Acidified,9,HP.MF,10,9,133,110,,69,64 - 128 g,,,Fish
2333,CH.ORNA,C,KIF12_039,KIF12_039_1,Non-Acidified,9,HP.MF,9.1,9.8,123,110,,58,32 - 64 g,,,Fish
2551,CH.ORNA,C,KIF12_257,KIF12_257_1,Non-Acidified,15,LP.LF,12.3,13.2,132.5,109.5,,75,64 - 128 g,,,Fish
2555,CH.ORNA,C,KIF12_261,KIF12_261_1,Non-Acidified,15,LP.LF,13.3,10.8,131.7,105.1,,77,64 - 128 g,,,Fish
2377,CH.ORNA,C,KIF12_083,KIF12_083_1,Non-Acidified,2,LP.MF,11.7,9.9,124.3,101.3,,62.6,32 - 64 g,,,Fish
2327,CH.ORNA,C,KIF12_033,KIF12_033_1,Non-Acidified,9,HP.MF,9.3,7.6,123.2,101.2,,53.9,32 - 64 g,,,Fish
2370,CH.ORNA,C,KIF12_076,KIF12_076_1,Non-Acidified,8,HP.LF,12.8,12,113,96.2,,42,32 - 64 g,,,Fish
2611,CH.ORNA,C,KIF12_317,KIF12_317_1,Non-Acidified,15,LP.LF,12.7,13.5,114.8,96,,39,32 - 64 g,,,Fish
2372,CH.ORNA,C,KIF12_078,KIF12_078_1,Non-Acidified,8,HP.LF,9.4,10.6,113.2,94.1,,48.7,32 - 64 g,,,Fish
2331,CH.ORNA,C,KIF12_037,KIF12_037_1,Non-Acidified,9,HP.MF,10,7.1,113.7,93,,38.7,32 - 64 g,,,Fish
2330,CH.ORNA,C,KIF12_036,KIF12_036_1,Non-Acidified,9,HP.MF,9.5,8.9,110,89,,42,32 - 64 g,,,Fish
1521,CH.SORD,He,KIF11_154,KIF11_154_1,Non-Acidified,34,HP.LF,34.4,27.7,345,290,330,849.5,512 - 1024 g,,,Fish
1460,CH.SORD,He,KIF11_093,KIF11_093_1,Non-Acidified,25,LP.MF,40.2,29.5,345,290,,830,512 - 1024 g,,,Fish
1409,CH.SORD,He,KIF11_042,KIF11_042_1,Non-Acidified,6,HP.LF,26.1,24.2,320,277,,720.8,512 - 1024 g,,,Fish
1409,CH.SORD,He,KIF11_042,KIF11_042_1,Non-Acidified,6,HP.LF,26.1,24.2,320,277,,720.8,512 - 1024 g,,,Fish
1704,CH.SORD,He,KIF11_433,KIF11_433_1,Non-Acidified,30,HP.HF,38.6,27,326,277,318,688.4,512 - 1024 g,gutshot - lighter,,Fish
1430,CH.SORD,He,KIF11_063,KIF11_063_1,Non-Acidified,30,HP.HF,36.7,28,335,275,330,850.3,512 - 1024 g,,,Fish
1430,CH.SORD,He,KIF11_063,KIF11_063_1,Non-Acidified,30,HP.HF,36.7,28,335,275,330,850.3,512 - 1024 g,,,Fish
2405,CH.SORD,He,KIF12_111,KIF12_111_1,Non-Acidified,40,HP.MF,37.9,29,323,274,,700,512 - 1024 g,,,Fish
1724,CH.SORD,He,KIF11_453,KIF11_453_1,Non-Acidified,30,HP.HF,41.4,20.8,332,270,323,754.5,512 - 1024 g,,,Fish
1465,CH.SORD,He,KIF11_098,KIF11_098_1,Non-Acidified,35,HP.LF,38,26.8,326,268,320,820.3,512 - 1024 g,,,Fish
1465,CH.SORD,He,KIF11_098,KIF11_098_1,Non-Acidified,35,HP.LF,38,26.8,326,268,320,820.3,512 - 1024 g,,,Fish
1465,CH.SORD,He,KIF11_098,KIF11_098_1,Non-Acidified,35,HP.LF,38,26.8,326,268,320,820.3,512 - 1024 g,,,Fish
1632,CH.SORD,He,KIF11_265,KIF11_265_1,Non-Acidified,3,LP.MF,41,27.3,332,267,320,807.3,512 - 1024 g,,,Fish
1626,CH.SORD,He,KIF11_259,KIF11_259_1,Non-Acidified,40,HP.MF,38.8,28.6,320,263,317,732.9,512 - 1024 g,,,Fish
1628,CH.SORD,He,KIF11_261,KIF11_261_1,Non-Acidified,40,HP.MF,35,27,324,261,318,776.1,512 - 1024 g,,work study student forgot to remove samples from the oven prior to the christmas break; samples left in the oven were denoted with a '*' on the vial,Fish
1628,CH.SORD,He,KIF11_261,KIF11_261_2,Non-Acidified,40,HP.MF,35,27,324,261,318,776.1,512 - 1024 g,,,Fish
1633,CH.SORD,He,KIF11_266,KIF11_266_1,Non-Acidified,3,LP.MF,40.2,27.2,323,259,320,654.1,512 - 1024 g,,,Fish
1497,CH.SORD,He,KIF11_130,KIF11_130_1,Non-Acidified,9,HP.MF,42.8,28,315,258,308,692,512 - 1024 g,,,Fish
1622,CH.SORD,He,KIF11_255,KIF11_255_1,Non-Acidified,40,HP.MF,36.7,24.8,318,255,313,700.1,512 - 1024 g,,,Fish
1394,CH.SORD,He,KIF11_027,KIF11_027_1,Non-Acidified,35,HP.LF,25.47,22.31,310,254,307,736.8,512 - 1024 g,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018",,Fish
1394,CH.SORD,He,KIF11_027,KIF11_027_1,Non-Acidified,35,HP.LF,25.47,22.31,310,254,307,736.8,512 - 1024 g,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018",,Fish
1394,CH.SORD,He,KIF11_027,KIF11_027_1,Non-Acidified,35,HP.LF,25.47,22.31,310,254,307,736.8,512 - 1024 g,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018",,Fish
1537,CH.SORD,He,KIF11_170,KIF11_170_1,Non-Acidified,40,HP.MF,35.4,23.2,301,249,298,626.3,512 - 1024 g,,,Fish
1722,CH.SORD,He,KIF11_451,KIF11_451_1,Non-Acidified,30,HP.HF,38.3,24,293,242,,504.3,256 - 512 g,,,Fish
1721,CH.SORD,He,KIF11_450,KIF11_450_1,Non-Acidified,30,HP.HF,39.8,20.6,286,241,,363.4,256 - 512 g,,,Fish
1397,CH.SORD,He,KIF11_030,KIF11_030_1,Non-Acidified,9,HP.MF,32.5,21,282,240,277,467.4,256 - 512 g,sat out on ice for 36 hours before dissection,,Fish
1438,CH.SORD,He,KIF11_071,KIF11_071_1,Non-Acidified,30,HP.HF,21,21.6,290,238,,480.3,256 - 512 g,,,Fish
1702,CH.SORD,He,KIF11_431,KIF11_431_1,Non-Acidified,30,HP.HF,28.6,24,272,238,,456,256 - 512 g,,,Fish
1463,CH.SORD,He,KIF11_096,KIF11_096_1,Non-Acidified,35,HP.LF,27.6,23.4,263,235,,458.5,256 - 512 g,,,Fish
1463,CH.SORD,He,KIF11_096,KIF11_096_1,Non-Acidified,35,HP.LF,27.6,23.4,263,235,,458.5,256 - 512 g,,,Fish
1463,CH.SORD,He,KIF11_096,KIF11_096_1,Non-Acidified,35,HP.LF,27.6,23.4,263,235,,458.5,256 - 512 g,,,Fish
1629,CH.SORD,He,KIF11_262,KIF11_262_1,Non-Acidified,30,HP.HF,33.8,22.6,274,228,270,453.9,256 - 512 g,,,Fish
1556,CH.SORD,He,KIF11_189,KIF11_189_1,Non-Acidified,35,HP.LF,29.2,20.5,271,225,,413.5,256 - 512 g,,,Fish
2402,CH.SORD,He,KIF12_108,KIF12_108_1,Non-Acidified,3,LP.MF,34.6,23.7,277.5,223,,450,256 - 512 g,,,Fish
1412,CH.SORD,He,KIF11_045,KIF11_045_1,Non-Acidified,6,HP.LF,24.3,18.6,245,220,,333.8,256 - 512 g,,,Fish
1412,CH.SORD,He,KIF11_045,KIF11_045_1,Non-Acidified,6,HP.LF,24.3,18.6,245,220,,333.8,256 - 512 g,,,Fish
2395,CH.SORD,He,KIF12_101,KIF12_101_1,Non-Acidified,40,HP.MF,30,20.5,258,220,,240,128 - 256 g,,,Fish
1750,CH.SORD,He,KIF11_479,KIF11_479_1,Non-Acidified,10,LP.LF,33.1,17.2,263,219,263,395.8,256 - 512 g,,,Fish
1649,CH.SORD,He,KIF11_282,KIF11_282_1,Non-Acidified,3,LP.MF,30.1,21.1,259,218,256,399.3,256 - 512 g,,,Fish
1670,CH.SORD,He,KIF11_399,KIF11_399_1,Non-Acidified,38,LP.MF,33.2,21,263,214,259,369.8,256 - 512 g,,,Fish
1539,CH.SORD,He,KIF11_172,KIF11_172_1,Non-Acidified,35,HP.LF,23.9,16.6,240,212,,301.4,256 - 512 g,,,Fish
1650,CH.SORD,He,KIF11_283,KIF11_283_1,Non-Acidified,3,LP.MF,32,19.6,255,211,,404.1,256 - 512 g,,work study student forgot to remove samples from the oven prior to the christmas break; samples left in the oven were denoted with a '*' on the vial,Fish
1650,CH.SORD,He,KIF11_283,KIF11_283_2,Non-Acidified,3,LP.MF,32,19.6,255,211,,404.1,256 - 512 g,,,Fish
1684,CH.SORD,He,KIF11_413,KIF11_413_1,Non-Acidified,24,LP.MF,31.2,23.3,255,211,255,393.4,256 - 512 g,,work study student forgot to remove samples from the oven prior to the christmas break; samples left in the oven were denoted with a '*' on the vial,Fish
