SpecimenID,Family,Order,Genus,SpeciesCode,j_fg,Site,Region,TL,SL,FL,wt,length(cm),a (cm),b (cm),calc_wt,gh,gw,dissected_by,stomach_contents,prey_size,coll_notes,dis_notes
KIF12_157,Lethrinidae,Perciformes,Monotaxis,MO.GRAN,BI,6,HP.LF,270,205,245,310,,,,,43.1,36.3,AB,urchin remains; spines and test,NA,,
KIF12_158,Lethrinidae,Perciformes,Monotaxis,MO.GRAN,BI,6,HP.LF,237,188,208,255,,,,,41.9,33.3,LW,empty stomach,NA,,
KIF12_204,Lethrinidae,Perciformes,Monotaxis,MO.GRAN,BI,30,HP.HF,173,123.7,143.3,79,,,,,24,24.3,LW,hard shells (molluscs?); brown goop,,,
KIF12_206,Lethrinidae,Perciformes,Monotaxis,MO.GRAN,BI,40,HP.MF,165.2,123.4,142.4,82.1,,,,,16.6,17.2,MW,,,,
KIF12_264,Lethrinidae,Perciformes,Monotaxis,MO.GRAN,BI,40,HP.MF,259,198,127,300,,,,,34.9,36.3,LW,couple scales & mollusc shell,,,
KIF12_267,Lethrinidae,Perciformes,Monotaxis,MO.GRAN,BI,8,HP.LF,180,129.9,150.9,83.1,,,,,24.3,26.1,LW,shrimp,,otoliths in pieces,otoliths in pieces
KIF12_270,Lethrinidae,Perciformes,Monotaxis,MO.GRAN,BI,8,HP.LF,174.2,128,149.6,98.8,,,,,25.8,26.7,AB,empty stomach,,,
KIF12_306,Lethrinidae,Perciformes,Monotaxis,MO.GRAN,BI,38,LP.MF,228,182,206,200,,,,,34.5,32,LW,snot & blood,,otoliths in pieces,otoliths in pieces
KIF12_340,Lethrinidae,Perciformes,Monotaxis,MO.GRAN,BI,30,HP.HF,221,183,204,154.5,,,,,29.5,22.6,MW,empty stomach,,,
KIF11_028,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,9,HP.MF,204,172,,137.7,,,,,37.2,43.9,RT,empty,,,
KIF11_031,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,9,HP.MF,151.6,123.8,,62.4,,,,,29,31.1,RT,empty,,sat out on ice for 36 hours before dissection,sat out on ice for 36 hours before dissection
KIF11_035,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,9,HP.MF,189,155,,125.2,,,,,39,46,SC,unidentified pschmootz,,sat out on ice for 36 hours before dissection,sat out on ice for 36 hours before dissection
KIF11_057,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,9,HP.MF,181,151,,109.7,,,,,35.5,40.5,SC,UI'd goo,,,
KIF11_059,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,9,HP.MF,198,165,,141.7,,,,,38,44,SC,digested small parts >10mm,,,
KIF11_061,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,9,HP.MF,156,128,,65,,,,,33.2,36.2,SC,fish matter min. TL 18mm,,,
KIF11_062,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,9,HP.MF,203,164,,148.8,,,,,36.7,42,RT,UI'd goo; regurgitated large crab claw,,,
KIF11_113,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,27,HP.HF,180,148,,97.6,,,,,33,37.5,,unidentifiable fish tissue,,,
KIF11_114,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,27,HP.HF,183,153,,116.2,,,,,33.3,38.6,,digested fish (18mm length),,,
KIF11_116,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,27,HP.HF,160,132,,64.9,,,,,30.5,30.5,,unidentifiable fish ,,,
KIF11_161,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,27,HP.HF,206,170,,168.5,,,,,42.4,47.2,,,,,
KIF11_212,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,15,LP.LF,176,145,,98,,,,,39.5,37.6,RT/SC,freshly caught caesionid in mouth; 8cm total length; digesting remains of fish in gut >46mm TL,80mm,,
KIF11_217,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,10,LP.LF,170,142,,90.1,,,,,37.6,36,RT/SC,MT,,,
KIF11_218,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,10,LP.LF,195,159,,145.9,,,,,39,39,RT/SC,MT,,,
KIF11_219,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,10,LP.LF,181,148,,108.8,,,,,39.2,39,RT/SC,MT,,,
KIF11_220,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,10,LP.LF,167,138,,91.6,,,,,39.5,39.2,RT/SC,digesting fish matter,,,
KIF11_246,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,40,HP.MF,208,168,,169,,,,,47,48.4,RT/SC,empty,,,
KIF11_247,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,40,HP.MF,166,134,,85.9,,,,,34.6,35.8,RT/SC,fish,>16mm,,
KIF11_252,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,15,LP.LF,157,131,,62.5,,,,,38.7,35.4,RT/SC,snot,,,
KIF11_271,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,15,LP.LF,144,116,,55.1,,,,,30.3,30,RT/SC,snot,,,
KIF11_272,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,15,LP.LF,157,131,,64.5,,,,,39.8,40.5,RT/SC,baby lizardfish,>22mm,,
KIF11_274,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,15,LP.LF,160,131,,73.9,,,,,38.1,36,RT/SC,snot,,,
KIF11_277,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,15,LP.LF,142,115,,57.5,,,,,36.5,34.4,RT/SC,digesting fish,>23mm,,
KIF11_330,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,10,LP.LF,123.6,102,,31.4,,,,,10.2,9,AO,empty,,1 otolith broken,1 otolith broken
KIF11_331,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,10,LP.LF,151.7,122.7,,64.8,,,,,20,14.5,AO,empyy,,,
KIF11_332,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,10,LP.LF,159.2,130,,91.8,,,,,19.8,17.3,AO,small crustaceans <1mm,,1 otolith broken,1 otolith broken
KIF11_333,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,10,LP.LF,165.4,143.8,,94.5,,,,,20.9,18.8,AO,empty,,,
KIF11_334,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,10,LP.LF,137.1,110.4,,46.2,,,,,18.9,11.2,AO,empty,,1 otolith broken,1 otolith broken
KIF11_335,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,10,LP.LF,114.9,94.1,,27.1,,,,,11.8,9.5,AO,small crustaceans <1mm,,,
KIF11_338,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,33,HP.MF,100.7,82.8,,20.3,,,,,11.9,10,AO,empty,,,
KIF11_339,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,33,HP.MF,145,119.4,,56.8,,,,,19.5,17.9,AO,empty,,1 otolith broken,1 otolith broken
KIF11_497,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,35,HP.LF,157.2,128.7,,77.5,,,,,30.6,30,AO/KP,empty,,,
KIF11_575,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,8,HP.LF,154.6,129,,79.1,,,,,33,29.8,KP,?,,no fork,no fork
KIF11_576,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,8,HP.LF,187,153,,127.3,,,,,36.1,33,KP,small fish,,,
KIF12_093,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,40,HP.MF,217,178,,154,,,,,37.9,43.7,RT,itsy bitsy crab larvae,NA,,
KIF12_107,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,3,LP.MF,182,148,,97.5,,,,,40.6,44.6,AB,crustacean,NA,,
KIF12_114,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,2,LP.MF,155.3,127.6,,58.6,,,,,37.6,36.9,AB,empty gut,NA,,
KIF12_116,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,2,LP.MF,177,144.3,,91.3,,,,,41.3,40.7,SC,empty gut,NA,,
KIF12_118,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,2,LP.MF,171.2,137.3,,83,,,,,38.5,37.4,SC,empty gut,NA,,
KIF12_122,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,40,HP.MF,101.9,83.2,,15.3,,,,,25.9,25.6,AB,empty stomach,NA,,
KIF12_178,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,30,HP.HF,154,129,,59,,,,,31.7,29.6,MW,one massive scale, nothing else; see photo,18.7mm,18.7mm
KIF12_259,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,15,LP.LF,188,155,,111.6,,,,,43.7,11.7,AB,crab (13mm), fish (48mm) - see photo,,
KIF12_343,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,30,HP.HF,218,176,,168.1,,,,,46.8,50.3,AB,white slime,,,
KIF12_345,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,30,HP.HF,98.2,79.8,,13.9,,,,,21.2,26.4,SC,unID'd stuff, white goo,,
KIF12_361,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,24,LP.MF,202,167,,151.1,,,,,47.4,48,SC,,,,
KIF12_457,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,8,HP.LF,92.9,72.4,80.5,12.12,,,,,21.9,23.6,GAJ,crustacean remains,,Originally labelled KIF12_386,Originally labelled KIF12_386
KIF12_437,Serranidae,Perciformes,Cephalopholis,CE.UROD,Pi,27,HP.HF,77.2,60.1,,6.8,,,,,18.6,21,AB,crustacean remains,,,
KIF11_079,,,Ctenochaetus,CT.MARG,De,3,LP.MF,214,159,189,162.8,,,,,24.2,17.9,SC,unrecognizable gut,,,
KIF11_080,,,Ctenochaetus,CT.MARG,De,3,LP.MF,220,163,194,169.6,,,,,24.4,18.5,RT,typical Acanthurid gut,,,
KIF11_081,,,Ctenochaetus,CT.MARG,De,3,LP.MF,222,167,194,182.6,,,,,21.1,16.8,SC,typical Acanthurid gut w/ no recognizable bits,,,
KIF11_082,,,Ctenochaetus,CT.MARG,De,3,LP.MF,222,164,195,174.1,,,,,25.4,20,SC,typical Acanthurid gut w/ no recognizable bits,,,
KIF11_001,,,Ctenochaetus,CT.MARG,De,34,HP.LF,205,154,179,144.4,,,,,20.91,16.49,RT,typical Acanthurid grit w/ bits of crustacean carapace,,date of processing not certain,date of processing not certain
KIF11_002,,,Ctenochaetus,CT.MARG,De,34,HP.LF,224,162,196,207.6,,,,,23.78,15.09,SC,Acanthurid grit and goop,,date of processing not certain,date of processing not certain
KIF11_007,,,Ctenochaetus,CT.MARG,De,34,HP.LF,242,175,211,230.7,,,,,26.77,15.61,SC,Acanthurid grit w/ possible fine bits (pink) of crustacean carapace,,date of processing not certain,date of processing not certain
KIF11_019,,,Ctenochaetus,CT.MARG,De,34,HP.LF,105,79,96,20.7,,,,,13.43,9.66,SC,unidentifiable goop,,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018","no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018"
KIF11_026,,,Ctenochaetus,CT.MARG,De,35,HP.LF,200,146,175,129.8,,,,,22.3,18.45,SC,unidentifiable grainy bits (turf?),,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018","no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018"
KIF11_034,,,Ctenochaetus,CT.MARG,De,9,HP.MF,182,132,158,90,,,,,19,18.8,RT,empty,,sat out on ice for 36 hours before dissection,sat out on ice for 36 hours before dissection
KIF11_055,,,Ctenochaetus,CT.MARG,De,27,HP.HF,174,128,155,95.8,,,,,15,13,Sc,UI'd gut of green tinge (algae?),,,
KIF11_094,,,Ctenochaetus,CT.MARG,De,35,HP.LF,235,170,205,232.2,,,,,25,18,SC,Acanthurid goo w/crustacean crumbs,,,
KIF11_099,,,Ctenochaetus,CT.MARG,De,35,HP.LF,215,155,190,158.4,,,,,18.4,15.9,RT,typical Acarithund grit,,,
KIF11_104,,,Ctenochaetus,CT.MARG,De,15,LP.LF,231,173,208,237.1,,,,,25.2,20.2,SC,"grit, unrecognizable food",,,
KIF11_105,,,Ctenochaetus,CT.MARG,De,15,LP.LF,244,286,217,257.4,,,,,22.5,20.3,RT,"grit, unrecognizable food",,,
KIF11_106,,,Ctenochaetus,CT.MARG,De,19,LP.LF,265,193,234,293.8,,,,,30.2,23,,"grit, unrecognizable food",,,
KIF11_108,,,Ctenochaetus,CT.MARG,De,19,LP.LF,222,167,187,194.6,,,,,39.3,28,,"grit, no recognizable food",,,
KIF11_117,,,Ctenochaetus,CT.MARG,De,27,HP.HF,187,140,166,116.7,,,,,20.9,15.2,,acanthurid gut,,,
KIF11_121,,,Ctenochaetus,CT.MARG,De,27,HP.HF,184,131,162,115.7,,,,,19.5,16,,acanthurid goop,,,
KIF11_123,,,Ctenochaetus,CT.MARG,De,38,LP.MF,230,183,209,215.8,,,,,22.6,19.4,,"gut, typical",,,
KIF11_133,,,Ctenochaetus,CT.MARG,De,27,HP.HF,205,150,183,151.8,,,,,20,16.2,,"acanthurid grit, nothing recognizable",,,
KIF11_136,,,Ctenochaetus,CT.MARG,De,27,HP.HF,170,126,152,97,,,,,17.5,14.2,,"acanthurid grit, nothing recognizable",,,
KIF11_137,,,Ctenochaetus,CT.MARG,De,27,HP.HF,231,169,198,183.9,,,,,17,14.6,,"acanthurid grit, tiny bits of algae",,,
KIF11_138,,,Ctenochaetus,CT.MARG,De,27,HP.HF,305,223,262,477.7,,,,,11.2,12.2,,"acanthurid grit, tiny bits of algae",,,
KIF11_139,,,Ctenochaetus,CT.MARG,De,3,LP.MF,159,114,140,63.6,,,,,16.8,13.8,,acanthurid grit,,,
KIF11_140,,,Ctenochaetus,CT.MARG,De,3,LP.MF,125,101,118,41.9,,,,,11.9,10,,acanthurid grit,,,
KIF11_142,,,Ctenochaetus,CT.MARG,De,3,LP.MF,151,112,145,96.1,,,,,15.4,12.2,,acanthurid grit,,,
KIF11_143,,,Ctenochaetus,CT.MARG,De,3,LP.MF,152,115,138,69.7,,,,,15.1,11.5,,acanthurid grit,,,
KIF11_144,,,Ctenochaetus,CT.MARG,De,3,LP.MF,168,125,149,69.8,,,,,17,14.9,,acanthurid grit,,,
KIF11_145,,,Ctenochaetus,CT.MARG,De,3,LP.MF,170,124,149,79.6,,,,,18.5,13.5,,acanthurid grit,,,
KIF11_146,,,Ctenochaetus,CT.MARG,De,3,LP.MF,155,116,141,71.8,,,,,14.4,12,,acanthurid grit,,,
KIF11_148,,,Ctenochaetus,CT.MARG,De,3,LP.MF,224,158,194,145,,,,,25.1,17.1,,acanthurid grit,,,
KIF11_149,,,Ctenochaetus,CT.MARG,De,3,LP.MF,200,151,176,153.8,,,,,22.1,17.7,,acanthurid grit,,,
KIF11_150,,,Ctenochaetus,CT.MARG,De,3,LP.MF,145,110,130,56.3,,,,,14.3,10.5,,acanthurid grit,,,
KIF11_164,,,Ctenochaetus,CT.MARG,De,27,HP.HF,77.9,556,70,10.3,,,,,7.6,6,,acanthurid grit,,,
KIF11_177,,,Ctenochaetus,CT.MARG,De,15,LP.LF,179,130,156,96.4,,,,,18.1,13.4,,acanthurid grit,,sat out 24 hours before dissection,sat out 24 hours before dissection
KIF11_178,,,Ctenochaetus,CT.MARG,De,35,HP.LF,198,146,175,124,,,,,20,17.6,,acanthurid grit,,,
KIF11_179,,,Ctenochaetus,CT.MARG,De,35,HP.LF,138,101,122,45.4,,,,,12.8,10.7,,acanthurid grit,,,
KIF11_208,,,Ctenochaetus,CT.MARG,De,19,LP.LF,240,181,218,258.9,,,,,27.1,17.2,RT/SC,standard acanthurid shit,,,
KIF11_209,,,Ctenochaetus,CT.MARG,De,19,LP.LF,238,176,209,234,,,,,26.4,15,RT/SC,standard acanthurid shit,,,
KIF11_210,,,Ctenochaetus,CT.MARG,De,19,LP.LF,230,169,207,233.3,,,,,24.4,15.1,RT/SC,standard acanthurid shit,,,
KIF11_211,,,Ctenochaetus,CT.MARG,De,15,LP.LF,235,173,208,250.3,,,,,26,17.2,RT/SC,standard acanthurid shit,,,
KIF11_221,,,Ctenochaetus,CT.MARG,De,10,LP.LF,131,98,123,56.2,,,,,14.5,9.7,RT/SC,grit,,,
KIF11_268,,,Ctenochaetus,CT.MARG,De,2,LP.MF,232,171,208,175.2,,,,,27.1,17,RT/SC,"grit, crustacean carapaces and algae",,,
KIF11_269,,,Ctenochaetus,CT.MARG,De,2,LP.MF,231,176,206,228.7,,,,,27.6,21,RT/SC,ctenochaetid grit,,,
KIF11_276,,,Ctenochaetus,CT.MARG,De,15,LP.LF,176,123,152,94.8,,,,,16.3,13,RT/SC,ctenochaetid grit,,,
KIF11_386,,,Ctenochaetus,CT.MARG,De,40,HP.MF,130,99,114,50.4,,,,,14.2,10.4,RT/SC,ctenochaetid grit,,,
KIF11_463,,,Ctenochaetus,CT.MARG,De,40,HP.MF,185,136,165,123.5,,,,,21.3,11.4,RT/SC,acanthurid grit,,,
KIF11_464,,,Ctenochaetus,CT.MARG,De,40,HP.MF,195,142,171,130.8,,,,,24,11,RT/SC,acanthurid grit,,,
KIF11_309,,,Ctenochaetus,CT.MARG,De,40,HP.MF,58.3,44.9,54.1,3.7,,,,,5.7,3.8,,,,,
KIF11_310,,,Ctenochaetus,CT.MARG,De,40,HP.MF,124.9,92.2,111.9,39.9,,,,,12.2,5.8,,,,,
KIF11_577,,,Ctenochaetus,CT.MARG,De,8,HP.LF,177,131,162,109.1,,,,,11,11,KP,"crustaceans <1mm, sand",,shot through head,shot through head
KIF11_580,,,Ctenochaetus,CT.MARG,De,35,HP.LF,81.4,61.5,74.6,11.9,,,,,7.4,4.3,KP,"crustaceans <1mm, sand",,students were uncertain of ID,students were uncertain of ID
KIF11_1066,,,Ctenochaetus,CT.MARG,De,27,HP.HF,72.5,56,66.8,8,,,,,4.5,4.3,AO/KP,whole stomach retained,,,
KIF11_1067,,,Ctenochaetus,CT.MARG,De,27,HP.HF,,59.9,,11.6,,,,,4.3,3.2,AO/KP,whole stomach retained,,tail broken,tail broken
KIF11_1080,,,Ctenochaetus,CT.MARG,De,30,HP.HF,,38.9,42.9,2.9,,,,,3.5,2.2,AO/KP,whole stomach retained,,tail broken,tail broken
KIF11_1081,,,Ctenochaetus,CT.MARG,De,30,HP.HF,,33.4,,2,,,,,2.2,1.9,AO/KP,whole stomach retained,,tail broken,tail broken
KIF11_1082,,,Ctenochaetus,CT.MARG,De,30,HP.HF,40.9,33.5,40.9,1.8,,,,,2.6,1.9,AO/KP,whole stomach retained,,,
KIF12_091,,,Ctenochaetus,CT.MARG,De,40,HP.MF,228,165,202,220,,,,,27.5,19.2,SC,grit,NA,,
KIF12_099,,,Ctenochaetus,CT.MARG,De,40,HP.MF,225,168,199,210,,,,,25.6,12.3,RT,,NA,,
KIF12_100,,,Ctenochaetus,CT.MARG,De,40,HP.MF,127,88.1,111.4,369,,,,,14.6,9.9,SC,grit ,NA,Note: one otolith broke in half,Note: one otolith broke in half
KIF12_102,,,Ctenochaetus,CT.MARG,De,40,HP.MF,180,125.4,156,93.9,,,,,16.3,13.8,SC,,NA,,
KIF12_133,,,Ctenochaetus,CT.MARG,De,30,HP.HF,109.1,81.4,96.2,24.6,,,,,13.3,11.6,AB,green goop,NA,,
KIF12_134,,,Ctenochaetus,CT.MARG,De,30,HP.HF,139,103,130,66,,,,,16,13.5,LW,green goop,NA,,
KIF12_268,,,Ctenochaetus,CT.MARG,De,8,HP.LF,126.5,89.4,111.8,33.4,,,,,12.6,12.9,AB,greenish-brown grit,,,
KIF12_438,,,Ctenochaetus,CT.MARG,De,27,HP.HF,39.4,29.6,,1.33,,,,,4.6,4.3,AB,greenish goop,,whole head retained,whole head retained
KIF12_439,,,Ctenochaetus,CT.MARG,De,27,HP.HF,40.9,30.7,,1.48,,,,,5.3,4.7,AB,greenish brown goop,,whole head retained,whole head retained
KIF12_440,,,Ctenochaetus,CT.MARG,De,27,HP.HF,38,30.3,,1.27,,,,,4.6,4.2,AB,greenish brown goop,,whole head retained,whole head retained
KIF12_447,,,Ctenochaetus,CT.MARG,De,30,HP.HF,57,44.3,,4.26,,,,,4.9,3.6,AB,greenish brown goop,,,
KIF11_033,Acanthuridae,Perciformes,Acanthurus,AC.NIGR,He,9,HP.MF,210,166,197,219.8,,,,,8.6,12,RT,empty,,sat out on ice for 36 hours before dissection,sat out on ice for 36 hours before dissection
KIF11_165,Acanthuridae,Perciformes,Acanthurus,AC.NIGR,He,40,HP.MF,202,159,193,224,,,,,14.6,9.9,,nigracans greenish shit,,,
KIF11_167,Acanthuridae,Perciformes,Acanthurus,AC.NIGR,He,40,HP.MF,205,165,192,193.7,,,,,14.1,10,,nigricans green goop plus red algal matter,,,
KIF11_168,Acanthuridae,Perciformes,Acanthurus,AC.NIGR,He,40,HP.MF,204,159,190,206.3,,,,,12.4,9.8,,nigricans green goop plus red algal matter,,,
KIF11_169,Acanthuridae,Perciformes,Acanthurus,AC.NIGR,He,40,HP.MF,163,129,152,97.6,,,,,10.3,9,,nigricans green goop,,,
KIF11_245,Acanthuridae,Perciformes,Acanthurus,AC.NIGR,He,40,HP.MF,215,172,201,227.6,,,,,18.2,10.5,RT/SC,typical shit,,,
KIF11_284,Acanthuridae,Perciformes,Acanthurus,AC.NIGR,He,40,HP.MF,195,155,188,216.1,,,,,12.6,7.2,RT/SC,nigricans shit,,,
KIF11_285,Acanthuridae,Perciformes,Acanthurus,AC.NIGR,He,40,HP.MF,155,125,148,101.9,,,,,9.8,7.5,RT/SC,nigricans shit,,,
KIF11_286,Acanthuridae,Perciformes,Acanthurus,AC.NIGR,He,40,HP.MF,160,126,150,98.2,,,,,11.3,8.3,RT/SC,nigricans shit,,,
KIF11_287,Acanthuridae,Perciformes,Acanthurus,AC.NIGR,He,40,HP.MF,159,123,148,84.5,,,,,10.5,7.2,RT/SC,nigricans shit,,,
KIF11_288,Acanthuridae,Perciformes,Acanthurus,AC.NIGR,He,40,HP.MF,161,126,152,105.4,,,,,12.7,8.6,RT/SC,nigricans shit,,,
KIF11_385,Acanthuridae,Perciformes,Acanthurus,AC.NIGR,He,40,HP.MF,165,129,154,104.2,,,,,11,7.7,RT/SC,nigricans shit,,,
KIF12_008,Acanthuridae,Perciformes,Acanthurus,AC.NIGR,He,30,HP.HF,153.2,115.6,142.2,76.7,,,,,9,6.3,SC,,NA,,
KIF12_009,Acanthuridae,Perciformes,Acanthurus,AC.NIGR,He,30,HP.HF,152.9,128.7,146,93.2,,,,,10.2,7.5,AB,,NA,,
KIF12_010,Acanthuridae,Perciformes,Acanthurus,AC.NIGR,He,30,HP.HF,149.6,117.6,141,79.8,,,,,9.2,6.6,SC,,NA,,
KIF12_103,Acanthuridae,Perciformes,Acanthurus,AC.NIGR,He,3,LP.MF,150.3,123.9,,91,,,,,9.5,8.8,LW,tiny stomach,NA,,
KIF12_117,Acanthuridae,Perciformes,Acanthurus,AC.NIGR,He,2,LP.MF,180,100,117,44,,,,,7.3,6,RT,typical AC blech,NA,,
KIF12_136,Acanthuridae,Perciformes,Acanthurus,AC.NIGR,He,25,LP.MF,179,142.8,168,134,,,,,11.4,9.6,LW,yellow goop,NA,,
KIF12_137,Acanthuridae,Perciformes,Acanthurus,AC.NIGR,He,25,LP.MF,162.9,123.4,149.7,98.6,,,,,12.6,11.5,AB,green goop,NA,,
KIF12_138,Acanthuridae,Perciformes,Acanthurus,AC.NIGR,He,25,LP.MF,156,125.2,149.1,100.5,,,,,10.4,7.7,AB,green goop,NA,,
KIF12_152,Acanthuridae,Perciformes,Acanthurus,AC.NIGR,He,6,HP.LF,101.2,78.5,96.2,25.1,,,,,8.2,7,AB,,NA,,
KIF12_153,Acanthuridae,Perciformes,Acanthurus,AC.NIGR,He,6,HP.LF,153.1,120.5,143.3,90.1,,,,,8.7,8.5,AB,reddish goop,NA,,
KIF12_154,Acanthuridae,Perciformes,Acanthurus,AC.NIGR,He,6,HP.LF,162,127.3,151.9,102,,,,,11.8,8,LW,yellow brown goop,NA,one broken otolith,one broken otolith
KIF12_169,Acanthuridae,Perciformes,Acanthurus,AC.NIGR,He,40,HP.MF,155.8,122.2,146.6,93,,,,,8.2,9,LW,,,,
KIF12_269,Acanthuridae,Perciformes,Acanthurus,AC.NIGR,He,8,HP.LF,129,97.6,122.3,49.9,,,,,8,8.5,LW,brown goop & red fibres (algae?),,,
KIF11_378,Pomacentridae,Perciformes,Plectroglyphidodon,PL.DICK,Om,40,HP.MF,,55.7,65.8,12.5,,,,,4.5,3.7,AO/KP,empty,,tail broken,tail broken
KIF11_379,Pomacentridae,Perciformes,Plectroglyphidodon,PL.DICK,Om,40,HP.MF,,62.2,69.9,11.7,,,,,5.5,3.1,AO/KP,prawn<5mm,,tail broken,tail broken
KIF11_380,Pomacentridae,Perciformes,Plectroglyphidodon,PL.DICK,Om,40,HP.MF,78.9,59.7,68.8,10.6,,,,,4.5,3.4,AO/KP,small crustaceans <1mm,,,
KIF11_381,Pomacentridae,Perciformes,Plectroglyphidodon,PL.DICK,Om,40,HP.MF,,59.4,67.1,10.6,,,,,5,3.6,AO/KP,small crustaceans <3mm,,tail broken,tail broken
KIF11_382,Pomacentridae,Perciformes,Plectroglyphidodon,PL.DICK,Om,40,HP.MF,,53.2,,8.2,,,,,4.4,3.8,AO/KP,small crustaceans <1mm,,tail broken,tail broken
KIF11_383,Pomacentridae,Perciformes,Plectroglyphidodon,PL.DICK,Om,40,HP.MF,,59.4,66.6,11.1,,,,,4.9,3.5,AO/KP,small crustaceans <1mm,,tail broken,tail broken
KIF11_514,Pomacentridae,Perciformes,Plectroglyphidodon,PL.DICK,Om,9,HP.MF,,42.4,,7.3,,,,,4.7,3.6,AO,small crustaceans <1mm,,tail broken,tail broken
KIF11_518,Pomacentridae,Perciformes,Plectroglyphidodon,PL.DICK,Om,23,EXTRA,66.3,50.7,60.8,8.3,,,,,5,3.6,AO,"fluid, no crustaceans",,,
KIF11_520,Pomacentridae,Perciformes,Plectroglyphidodon,PL.DICK,Om,40,HP.MF,71.5,55.6,65.6,10.4,,,,,4.5,3.7,AO,"empty, full intestine",,,
KIF11_534,Pomacentridae,Perciformes,Plectroglyphidodon,PL.DICK,Om,40,HP.MF,,65.8,,15.3,,,,,5.7,3.3,AO,small crustaceans <1mm,,tail broken,tail broken
KIF11_535,Pomacentridae,Perciformes,Plectroglyphidodon,PL.DICK,Om,40,HP.MF,57.2,45.3,50.9,5.1,,,,,3.6,2.8,AO,small crustaceans <1mm,,,
KIF11_541,Pomacentridae,Perciformes,Plectroglyphidodon,PL.DICK,Om,40,HP.MF,84,63,75,12.8,,,,,5.4,4.3,KP,turf,,"*For these samples, the hand written labels from 554 onward showed labels 54x rather than 55x. It's not clear if this rproblem was present for fish <554, but if so, it is likely 40s and 50s were reveresed for this day.","*For these samples, the hand written labels from 554 onward showed labels 54x rather than 55x. It's not clear if this rproblem was present for fish <554, but if so, it is likely 40s and 50s were reveresed for this day."
KIF11_542,Pomacentridae,Perciformes,Plectroglyphidodon,PL.DICK,Om,40,HP.MF,82.9,59.2,72,14.1,,,,,6.4,3.9,KP,small crustaceans <1mm,,*,*
KIF11_543,Pomacentridae,Perciformes,Plectroglyphidodon,PL.DICK,Om,40,HP.MF,79.1,60,71.6,11.9,,,,,5.4,3.7,KP,small crustaceans <1mm,,*,*
KIF11_544,Pomacentridae,Perciformes,Plectroglyphidodon,PL.DICK,Om,40,HP.MF,74.3,57.8,68.6,10.5,,,,,5.5,3.7,KP,small crustaceans <1mm,,*,*
